text,sentiment
"@Shaaaayna you can did it, I have faith ",Positive
not looking forward to a rainy weekend ,Negative
"Found new programme - Dollhouse, it's pretty gd, ",Positive
"@cmlh sorry mate I don't have a URL, I've always been sent emails.  I didn't attend this year or last year.  ",Negative
NOO! Patti got voted off. ,Negative
IS watching Star Academy  ,Positive
@TrainWreckRadio!--thx for the reblip  â« http://blip.fm/~7h90d,Positive
@kirsty_wilson How ya been? ,Positive
"@kdwegs Do you have a ladder? If so, rather do it yourself ",Positive
"@Dannymcfly HELLOO! How bout a hi to us in the UK  Btw, When are we gonna hear some new stuff! x",Positive
@davidptdf i love CAKE. the band. not the dessert. my bro got me a sticker from their concert ,Positive
"@twosoups not yet,  haven't had a day in weeks to sit down and work. so trying to do it in tiny pieces instead..may take a while!",Negative
"I just made a milkshake with apples,oranges,bananas, cherrys, kiwi and pineapple with the new turbomixer ",Positive
@Nicci311 I aim to please. ,Positive
Please don't forget us  ,Negative
Playing animal crossing. Like whoa. It's been over a month since i've touched this game. ,Negative
@SoFierce21 girl you not leaving it you just takin a Break from it...atleast it aint leavin you ,Negative
Matt is gone. BY MYSELF. lame ,Negative
im soo obsessed with the song &quot;when i get home your so dead by mayday parade&quot;  it an awsome song!,Positive
'Time Is An Illusion and All Time Is Now'... &quot;You ready to have some fun?  I thought so...&quot; Read Ariel's full article @ http://tr.im/jFd7,Positive
"Trying out zensify on the iPhone. Got some very cool features, hope they plan to expand it! Need my Tweetie functionality dammit ",Positive
@theknickermafia think of them as little angels who recycle things to feed your earth... which feeds your herbs  (oh and fanky for ff) x,Positive
@wrecktify LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me. ,Positive
@natty182 Nat go on msn pls ,Positive
"@timothyadrian Well, at least there's no 'Top 8' or something like that. I remember who my true friends are ",Positive
Just woke up... Working out cause I didn't get a chance to yestrday ,Negative
Bored as hell at work. I feel like im here 24/7..Im also missing my TX boo. ,Negative
"@sebby_peek mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i don't know if i like it, i'll wait till i get your opinion ",Positive
@michaeltangen I couldn't resist when the vendor was right outside my door... ,Positive
just finished eating ,Positive
"I went to work at the restaurant tonight , it was really busy but it was fun ",Positive
wants to make a video to put on youtube  but my mom won't let me put any of my videos on youtube  how sad ik,Negative
@bolly47 Star Trekkin' across the universe... Sorry you're not going ,Negative
@sirkleck and multi and/or new media ,Positive
Aaaah! I hate school reports ,Negative
I had a dream last nite that I met the male version of me and I fell in love at first sight. Is that cocky? Was it a dream...?  ,Positive
@zoara car boot sales are being run down too. eg legendary brighton one. ,Negative
"@Masiosare uh, no wonder you always make good use of that right!  *still hiding*",Positive
MMMM the smell of newly mown lawn - I have to make that boy something good for lunch  (DH - Gardener? I wish) LOL,Positive
@jen14221 ahhh WaWa! I miss WaWa. I could go for some Diet Lemonade Tea right now... ,Negative
Going out with my parents and I just got my camera back from my brother and he deleted my The World We Live In video entry.  Grrr.,Negative
@pixiefae  no cute gurleh to talk to.. least i have my chicken burger with caulslaw now,Negative
"Gettinn readyy, thenn withh Alliee. ",Positive
@Dutchrudder sure sure  you got a long shift today? I said SHIFT.,Positive
@TheBeachGirl5 Plz reply 2 my last post!!! I have never had a @reply from a celeb it would make my day (or my year!!! lol)!!! ,Positive
is currently at the dentist and wants to die argh! Im scared ,Negative
I love the new Marilyn Manson album so much ,Positive
"My mom just called &amp;said their/our dog was diagnosed with Discoid Lupus.  We were worried her mouth cancer was coming back, but ugh.",Negative
@tsag86  So did u enjoy the movies?,Positive
@TomFelton Have you seen this girl!? http://bit.ly/14LVI    I feel so bad for her ,Negative
"Dad just let me have two raspberries, Haha. Thanks ",Positive
@TimPott I don't wannnaaaaa do more ,Negative
THANKS FOR FOLLOWING ME!!!!!!!!!!!  IT's 29 followers!,Positive
@kimmyawesome omg that is exactly what I'm gonna reply to Selena..miss them together ,Negative
@TheKimber @ensredshirt *looking around during awkward silence* la laaa la la la (i can't whistle in twitter) ,Positive
@linzross I'm a follower.  I follow people.,Positive
Have a really stiff and achey knee this morning ,Negative
"@BigDaws Hi Big D, congrats on level 17 - I told you you'd do it!!!!! ",Positive
@soccerlyds I know...he had me all sad too!!  Then he said possibly and I felt better! LOL! I can't imagine everything being normal again!,Negative
had an awesome time at the concert tonight! Now I gotsta sleep for my first day at BCBG tomorrow!  ,Positive
"@pixie_wings_xo Aww, thanks Janine. That's sweet of you! ",Positive
"no no not simple, it sounds cute ",Positive
"Going coaching this afternoon, i dont want to go  x",Negative
"back pain says drive to class, traffic says take metro.  ",Negative
@dac00lest i understand children forget to brush their teeth sumtimes n all but ... i mean she aint have to make me suffer for it ,Negative
Am I dying?  why am I always sick (,Negative
am tired &amp; getting grumpy &amp; want to go home ,Negative
"@_supernatural_ http://twitpic.com/4gz8j - Any time babe! *tries not to faint* Seriously, this dude is going to be my death one day!   ...",Positive
"3 days of sun, sun, and more sun in this here Birmingham! That's 3 days of headaches, hayfever, and asthma for me, but who cares? ",Positive
@MyZoetrope Oh! I adore your Home Sweet Home mini painting!  So cute!,Positive
"@agerstein the update was probably just for the us, i'm in europe ",Negative
@rawriitserinnx because you fail at life ,Positive
"Today was a pretty good day, don't want to do work tomorrow though ",Negative
@laydmaxix ....I'm going to have to get off soon!  I'm sad. hahaha,Negative
@TheTruthAc310 he came out with a cd not long ago! And his song trading places. Haha. I went to his ladys only concert. He's still my #1 ,Positive
"@bobbyedner OMG, my heart just stopped lol. It's BOBBY! ",Positive
layin down for the evening...I miss my honey ,Negative
wish i didn't have the flu ,Negative
cï¿½ l? ph?i thï¿½i kï¿½u nï¿½ng quï¿½. Ch? c? th? nï¿½y lï¿½m sao.. ng? ???c ,Positive
@selenagomez Good luck on your cd. You deserve all the best ,Positive
Why do I watch Titanic when I know how sad it's going to be?  ,Negative
"@aaronkelly_ well not this weekend, ill be out of town. but the next is just dandy.  or the next. SOON is what im getting at ",Positive
@KellyRuthxo I used the same dye I used on my hair but its gone darker than my hair does  I hate my roots too,Negative
@emoisforluvers haha. DKM were in my dream. ,Positive
@ashleytisdale http://twitpic.com/6fauf - beautiful ashely. congrats on the big win!!!!! ,Positive
@DonnieWahlberg Can't wait to see you in Irvine ,Positive
@YoungQ Much love!!! Have a great show!! And sorry but I'm into Vanilla Stoli iced coffees tonight - so yummy! ,Positive
"@AlanCarr I absolutely love the ads for it.  They're kinda scary and wrong, but really funny.  Ooh, fingermouse ",Positive
Thinks tigger has been in a fight.. Fur has been ripped off his tail and it looks swollen  ..  http://yfrog.com/5fcmkj,Negative
Yep it has really really fix my mood ,Positive
"@wuckyquacky Good morning sweetheart  Have a great day, hope summer is going well.",Positive
@GKonMicrosoft Thanks a lot for the #followfriday - looking fwd to your tweets - keep the cool news coming ,Positive
Eyes puffy from make up being left on last night is sad ,Negative
"get some brevet exam,jiaho ",Positive
Oh crap! My bad sorry @woahhjennifer ... I fuhgot how early it was ,Negative
Is sad to see his girlfriend go on Saturday ,Negative
Just received Gothic Beauty Issue #28! See my corsets on pg 76!  Should be available in stores May 22 or order one @ www.gothicbeauty.com!,Positive
Time to taste what I cooked! Dinner time!!! ,Positive
Walmart: hair dye and ice cream. ,Positive
@jpoh awesome wallpaper!! ,Positive
@kristenstewart9 http://twitpic.com/3maaq - Haha i love this pic ,Positive
TWitter!!! Finally joined  Follow me i'll follow u :d,Positive
My throat hurts so bad ,Negative
felt like a politician today. KO to bed!! Night! ,Positive
2 bad ill be at work during the Laker parade ,Negative
In school with coral  x,Positive
"@mcflyharry @mcflyharry REPLY ME. PLEASE, LOVE U SO MUCH. REPLY ME JUST ONCE. Love u more than everything  BRAZIL ALREADY MISS MCFLY â¥ xx",Negative
#andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday wooo ,Positive
Having a late dinner before going back to work very early tomorrow! Wish I was with my sweetheart instead of here! ...perchance to dream ,Positive
"@alancarrisastar yeah i found out, tryed to watch but it says i cant because i dont live in the uk. ",Negative
"@awaltzforanight Dude, that is awesome. I heart SÃ©golene Royal! Still bitter she lost. ",Negative
"@realangiejolie i can imagine how busy you must be. i'm somewhat busy/relaxing myself, just here and there, still enjoys life though! ",Positive
is more bunged up than George Graham  ,Negative
Just got a free Mcdo meal from Jeth. Thanks Jeth! ,Positive
o.m.e. Sary rains in sta rosa. H0w to cr0ss the street? Gutom na ako.. ,Negative
I made some really good muffins just before they are still in the oven ,Positive
"@Domulka  wow, never knew that! ",Positive
@deadsparrow It is!  *sniffles*,Negative
Prefer calm Sunday bells &amp; birds to the crude obnoxious rap &quot;music&quot; that woke me at 3:20 a.m.  ,Negative
The fact that there's #F1 action going on in Silverstone makes me miss the UK even more than I normally do.  (I'm such a moaner today!),Negative
@crackberrykevin have fun!!!  ,Positive
loving vienna!! got nothing to do! ,Negative
@YourOrYoure huh?? lol! Me no get it!  But I'm sure it's in good fun!,Negative
@LAUR4T GOOD LUCK! I wanted to be there ,Negative
still too hype from the concert... can't sleeeeeep ,Negative
still chatting with my bf. ,Positive
Some people saying on the net that UK release of OS 3.0 will now be 6pm  Dammit! Will be in work,Negative
Ugh got a cold.  ,Negative
"@srhackel LOVE weeds, so depressed mom doesn't have shotime this summer ",Negative
@AndreasHale yeah !! ,Positive
@augustagaliving Goood Morning ,Positive
"@Lou911 Aww, thanks ",Positive
Has a rotten cold. Can't breathe out my nose at all!  had a fun day of mini golf though x,Negative
We be paintin wewt wewt.. I have patches of brown ,Positive
HaHaHa i love you chris....even tho your making fun of me ,Positive
@4CertainSuccess   I'm probably signed up for it. ,Positive
@irnbruise That would be an awesome scene.  ,Positive
... A five yr old girl randomly hugging me n excitedly saying.. &quot;you were so good!!&quot;  being a poet def has it's perks @onpointpoetry,Positive
Cox high speed internet is down. Waiting for it come back up. ,Negative
@tracecyrus http://twitpic.com/7grmx - Beautiful pic  Viva MetroStation  When you come in Belgium ? ,Positive
@zpxlng am i updating too much i am sorry ,Negative
got this from @romina08 watch the whole thing or else you'll miss the specialness of the vid.  http://bit.ly/Bta0T,Positive
is going to see how this twitter works ,Positive
@KashadGray dude I want some FOOOOD  cheesy tots sound amazing &lt;3.,Negative
just about to watch a recorded BGT final as a I couldn't watch it last night ,Negative
@BryantRRobinson Thanks ,Negative
I just partially wrote a song. I have no musical talent but I realllyyy like it. anway watching night at the roxbury. goodnight ,Positive
"Misses someone. But, I know that. He don't miss me. He's just pretending. ",Negative
"@amazonmp3 ooh, i'd buy that SRV album but there's no deals on amazon uk ",Negative
"@_annee you're so lucky. haha, nopes, none. everyday is 8.50 till 3 ",Negative
"@VenusEnvy But I can't haz Timmies!    Nice to know they are always fresh, though.  Stale coffee is bad times.",Negative
sitting in the livingroom and talking to my parents... back in bigge ,Negative
Just dropped off @Cjoracer22 and TJ after a wonderful night of Mario and seeing Up and much silliness! ,Positive
"I reallyreally want to make thsi outfit, but idk where to start.  http://bit.ly/obZtt",Negative
Good day for India. . . . Won the Series against New Zealand in New Zealand ,Positive
@kiitenai That sucks.  Ranting can be a way to release stress. *huggles*,Negative
"Screw it, I'll just order online &amp; wait ",Negative
@David1969 seeing that a lot lately  I take it there is an office closer to home?? Or am I being stupidly naeve?,Negative
@elmdea just added your Life Symmetry site.  It represents so many of the things I'm interested in.  Past lives still dark to me ,Positive
"As @AubreyODay would say, &quot;I'm gonna let my lashes hug it out.&quot; good night everyone ",Positive
waiting for technical difficulties to be fixed ,Negative
I wonder why she's like that. I DON'T KNOW HER. lol. Judging me as if she knows me. She's PATHETIC. REALLY! LOL ,Positive
"A bird just died in my garden! It flew into a window, scaring me, then died!! ",Negative
HAAAAAAAAAAAAN I did not see it the traiiiiiiiiiiiiiiiiiiler :'( :'( I want a video pleaseeeeeeeeeeeeeee ,Negative
Dear god that was hard to do.Raw @clarkgirlcharm ,Negative
hmmm new moon trailer  yum. and i realised today i am actually REALLY scared of aliens.,Positive
@the_fu genelde bï¿½le bi?ey olmuyodu ama hadi bugunlï¿½k tarz?n? yap bakal?m ,Positive
Update #1000! ,Positive
@wendyperrin You read my mind was very surprised to find out LAX was $290rt to Bermuda in July [http://tr.im/ncPW] top 20 coming up ,Positive
"Chloe has gone tadpole-ing, dinner is prepared now time to take Tom to a party then its hair dying here I come - about time to!!! ",Positive
"@hardrockchick super but I caught a cold on the plane.  not as far forward in line as I'd like, but the extra sleep was dearly needed.",Negative
Watching stuck in the suburbs ,Positive
"@ErikaHanchar apparently rain for the next week  if you have time pop in on the way back, we've a meeting at 1 so anytime after 2",Negative
@TamaraSchilling wow isnt it sad that all us mommies are on here so late connecting LOL!  We need a girls road trip to Vegas!!!  or ?,Positive
Reading d articles in Yahoo! Shine. Tot I wanna share some interesting ones wif all of you ,Positive
"im majorly exhausted but still have to clean the kitchen, do the dishes, clean my bathroom, and take a shower before going to bed. ",Negative
@thirstinkirstin Ugh ok. But its all gas ,Negative
Going to watch a movie. Byee for now ,Positive
"@HennArtOnline sounds OK deal, time is good.  would be cheaper then driving or about the same?",Positive
only about 1/3 of my sweet-tart roll left  i'm sure to feel sick later!,Negative
Waiting to board... Wish me luck - there is nothing I hate more then flying ,Negative
"The more good you do, &amp; the more on the right track you are; the more people will try to tear you down. Good sign you are progressing. ",Positive
(which means I'll have to wait for 3.0  ),Negative
"@macpowell I'M AWAKE, AND HAPPY! ",Positive
 Star Defense isn't updating for me ,Negative
painting my nails red and waiting for my dad to show up.....then i'll be off to clarksville  funnn,Positive
@BlokesLib Yeah they are awesome! They have a proximity sensor too so when you on a call you won't press anything with your ear ,Positive
"my car is in at the garage &amp; is not coming out anytime soon! last time I heard the gearbox was the problem, still waiting for the quote. ",Negative
LAKERS GO TO THE NBA FINALS!!!  -Jojas,Positive
@AnnaCAndersson i wish i was a millionair... ,Negative
"@JulieBanderas D: Bravo, Your mom must be about 25 Smile. Love your style  Julie. I have a Julee too. Great Job. Kudos to your mom 2 ",Positive
"@liamBottom Ooo a manhunt liam, sounds fab  I dreamt of my wedding last night, and woke myself up laughing lol",Positive
@chillybreck OMG that's a long day  Will wave to you later as I take son to cinema. Will stop off &amp; stock up (cinema way too expensive),Negative
Late night still at work virus issue hogging resources ,Negative
@Troykids Can you wait to play my song.... I got kicked out and can't get back in ,Negative
@andyclemmensen ..... well i said that cos obviously Shaun &lt;3's himself alot... so i &lt;3 you alot  hahahahah,Positive
I'm feeling very nasaly today ,Negative
"@pm4girls tried to DM you about this, but can't cause you're not following me ",Negative
became a weirdo for nine minutes  hahaha!,Positive
@Teresita407 shuuuut uuuup ,Negative
"@alyne_ @tselaayahudd haha, okay, thank you girls  I'm on the mood finally! ",Positive
"@emmao414 he's fine thanks, he's only 3 and has CP so can't explain what's wrong ",Negative
I want this keyboard in Spanish too  I guess you can't have it all,Negative
Nsw can't get up in the Origin   go Qld!!!,Positive
Confirmation they are /b/tards! I have found my /b/rothers ,Positive
Got an iPod touch and I am on it now ,Positive
"@RosevilleRockLn Pretty darn good, I must admit. Wish I could share. ",Positive
@cindymcgregor And smile at them...because they'll wonder what you're up to. ,Positive
@mtrico  It seems you were at Shake Shack around the same time as me. ,Positive
@sharon94 hahahah oh that one was to buck ,Positive
@jamiemeiers  sorry our boss is an asshole  excited to see you ladies though!,Negative
dedicated as in 'located within library org chart'. Not dedicated as in 'they turn up to work every day with a smile...&quot;  ,Positive
@azandiaMJBB Can you reply to a reply on blip? I looked for a way but can't find it. Sorry for all the questions. ,Positive
"Kiki's last night .. lol !  Cleaning and finding stuff to sell at a garage sale .. Oh Ya , im THAT cool .. &amp;&amp; Working Out",Positive
"iis Really Bored , Some start up a convo with me .! ",Positive
"@beerandpork I'm jealous, you're heading to Incanto, enjoy ",Negative
"@_kii_ Yes, but this hammer I think was much older than you... ",Positive
@appiriojohn That's cool. Combine it with the &quot;bump&quot; iphone app and you can turn on the car by throwing your iphone at it. No? ,Positive
"@lightbombmike Yo, Mike. What is amazing and where is what at? ",Positive
On vaication in my cottage with TENNA! yeah her from tp show  So proud !,Positive
So tired. And not feeling well. Had an embarassing sick day ,Negative
@jessmess then you wouldn't know me.  I love you. We will get through this together.,Negative
"@AshleyLTMSYF I come to PCD concert today  @pcdmelodyt hey, melody.. Icha said &quot;hi&quot; to you )",Positive
@roshnimo  Yours is even better.,Positive
@PlusModelNikki. Yes  the repeat is @ 3am. Damn that! Lol I'm still tipsy,Negative
oh no thats foul!!!!!!!!!!!! no AMENS!!!!!!! yall sum foul ass kids    i thought i was beautiful....guess not....,Negative
"@nirty I agree, diversity of characters is a good thing. Gotta have some1 to love, some1 to hate, and some1 to not be sure about! ",Positive
@ThatKevinSmith Yes... because I'm curious as to what's she's holding in her arms.  I have an idea but I don't like making guesses. ,Positive
"@Posten LOL, just been trying competition. there's practice matches at the range every week. ",Positive
@giancarlo belated happy anniversary to you and nina_v ,Positive
i miss someone...someone who shall remain unnamed ,Negative
follow ma bf @djteddy ,Positive
Todayy was sweet ,Positive
@BrownGirlPundit i sm eating chicken n rice  i piked it up tho,Negative
@yokoono Yes!  High five for that!  Great message for the day ,Positive
Cross Edge is sitting in this apartment and I cannot play it   At least not for a few hours.,Negative
@jessicasanchezz http://twitpic.com/6ffpv - i miss you too ,Negative
@chibialfa @jtug I have to say it's been a weird evening for me ,Positive
tweetinq via sidekick 08 -- nOt fOr lOnq miqht switch back tO my Other phOne tOmOrrOw ,Positive
"Ergh, I really need some hayfever tablets. I'm sure hayfever is a punishment for hating winter so much ",Negative
Watching Hatching Pete and devouring porridge ,Positive
Mafia Wars is addictive! ,Negative
has the best boyfriend ever!! ,Positive
"I'm not getting one, stll have 4+ months remaining on contract  but might jailbreak and swap to a different carrier then. #o2fail",Negative
I miss my old friends SOO much  i LOVE my current frends to death but idk i juss miss them ,Negative
"@Mariahsol well you know I always try to be understanding of your hardships. 'Dito, life can be so hard ",Negative
The guys at our church are funny.  now for taco bell.,Positive
"dear @LincolnT a)stop snoring and b) move from the middle of the bed, please. ",Negative
@makikaysantos seriously?  hope it's not swine flu.  get well soon ! &gt;&lt;,Negative
@LorraineStanick there doesn't seem to be many gurus coming ,Negative
"@Health4UandPets LOL, I've got 3 dogs of my own who each try hogging all the attention, perhaps a steak dinner? ",Positive
woke up all early cause my tummy is so hungry  watched dirty love last night.. SO funny.,Negative
summer's almost here... I don't wanna leave school ,Negative
period. go away!  cramps cramps cramps,Negative
mufasa!!!! warriors or the OCEAN!  hahahahahaha,Positive
@jordanmarieh uuuh so saturday i have pepperdine graduation but after to celebrate your first day of freedom..pinkberry? then i leave ,Negative
@VennardRose you know all you ever have to do is ask and its yours for the takin babe...be good ,Positive
Why dont Girls Aloud have twitter ,Negative
is at home sick ,Negative
So effing tired.  - So effing tired.  http://bit.ly/4kv8wK,Negative
I'm praying for her relationship with the LORD. That's the only way she will find happiness ,Negative
I really need to sleep more.  .......new project coming soon! ,Positive
@Jackkkkz yeh  have u seen night at the museum 2 ??,Positive
"talking to Collin, he's doing some MAJOR sucking up  haha, i love that boy.",Positive
"he din text me, he din call me and he forget about me. ",Negative
"Listening to ABBA, can never get enough! ",Positive
@zigaurre looks as a communication/pr issue. the AF flight is lost 4ever ,Negative
@losamanda is that you? I recognize the corona light. ,Positive
wondering how and where to start  I miss you... with all my heart n i need u a lot too :/,Negative
@NomadRip Nice pic   /@ldeziel http://twitpic.com/6ebxn - Nice! I've wanted to check that place out.,Positive
Now I have 101.8. This totally stinks! We have 2 youth going on missions Monday and today is their &quot;going away&quot; party at church! ,Negative
@xNiccole ha mmmmmmm toast haha ,Positive
@bkidder but i dont have any money ,Negative
HMM so i saw another B dancer Aisha dancing with Ciara on SNL i recognize true talent..real B fans do..happy mother's day mom ,Positive
Michael Buble  makes me very happy,Positive
Can't sleep   I'm thinking about way too much. Lalala I need sleep or else I'm going tovgo crazzy oh wait I think I'm all ready there. 8/,Negative
@burtonsnowlab Lemon!!! you got twitter!!! thats so stunning! I hearts you! &lt;3 ,Positive
@drewbroomhall That's preaching to the converted here ,Positive
@henry_maddocks thebox.bz supplied me with all of Season 14 of Grand Designs ,Positive
@iamchrisc haha  cute. ps thanks for the reply made my day haha,Positive
Made the table no prob but they sent the wrong bloody chairs!? Can't be arsed so out enjoying the sunshine ,Positive
I FINALLY read the &quot;Penny: Keep Your Head Up&quot; comic! I was so sad at the end... ,Negative
"is done with his verse. feelin it, hope i dont cry when i record this track. it's all good. ",Positive
@uditm high fever man ... Just very irritating ... ,Negative
is watchin insert infotainment @marvinjulian jessi is out from the list  . Kita pake mobil apa nanti?,Positive
"@snowqueen297 on @orbitz. They anounced a winner already, and it wasn't me ",Negative
misses everyone from my school since the last day of &quot;school&quot; at Golden Gate Park. ,Negative
doing my project on dog fights...cannot stop crying  I can't believe people r so cruel,Negative
"#iranelection At least, the spammers help to keep this category alive  Suck it spammers!!!!!",Negative
@kogantech I'm re-tweeting this to go in the draw to win a Kogan LCD TV - www.kogan.com.au  as seen by 4000 followers ,Positive
ye baby! first software issue sorted! now for the next one. What a way to start the week ,Positive
Greetings from the piano bench  (photo) http://twitpic.com/6oe8i,Positive
"@ThisIsTRACYJ rip ja  i'm so sorry, i still can't believe it, with his huge head always looking in the window, he was the best .. awww ",Negative
Juicy725: Oh.... I see...well I expected the pre to be way more advance....I dnt like mines  http://tinyurl.com/mamoco,Negative
"@bradiewebbstack no buddy, its funny. if it was anoyying i'd stop following you ",Positive
Wondering what on earth is up with facebook... It has been so laggy these past few days and it's doing my head in ,Negative
"High, waiting for my food to come out of mcd's. Got an 88 on test ",Positive
Going to school. AGAIN. summer will never come ,Negative
"@slixk And if u are here and don't wear a mask, u'll get a reaction, hahahah!! Eh, wear a gas mask la!! More fun ",Positive
Missed $ES_F short ,Negative
dress finished  Now I have to finish my other 3 projects..,Positive
GAH! I hate when parents control you :@ i really wanted to go out today! ! Sorry @JodieWanKenobie ,Negative
@BonesBabex3  Good Morning Brooke ,Positive
 &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead],Positive
"Just got thru eatin @ twist with my girl  @candycane00. Now I'm full, tired and ready to be put to bed.-i need a boo  lol",Negative
Irony - Getting on a plane in Tallahassee to head to NoVa as my sister Judi drives south to Tallahassee. ,Negative
"Twitter, baby, keep me company until midnight, yes? ",Positive
Are you following the best profile? @twitjobsUK @twitjobsMedia @twitjobsGrad @twitjobsCreativ @twitjobsFashion @twitjobsLondon @twijobsIT ,Positive
Just walked into coldstone creamery (icecream place) woah buddy im in chocolate heaven!  and a huge plus the have some sugar free goodies!,Positive
@TheBeadedPalace Thank you ,Positive
"you see, you like, you try you fail...meanwhile i see, i like, i want, i get......not lol .....well sometimes ",Positive
".@MyInnerTricia hahaha!! well in that case, tell everyone!! #NoUndiesSunday ",Positive
will be prophesying over our graduates in about 15 minutes. pray for QC team  thanks! http://plurk.com/p/pb6vc,Positive
3 weeks till i move ,Positive
@bunnyBISOUS so sorry but I guess it is NYC ,Negative
Don't forget to listen to our show in a few hours 9PM Est/6PM Pfc. Give us a call! ,Positive
had a sunbed this morn to get from blue to white. don't want to scare ppl on the beach on wed. :p 6 mins was maybe too long tho. ouch! ,Negative
"What a lovely day it was....spent it just hanging out &amp; getting things done, my yard FINALLY looks like a decent Yard!! ",Positive
forgot he had to work tonight. ,Negative
Getting mac fixed. Keyboard and mouse wont work ,Negative
@raypod i can't DM you cause you are not following me  ,Negative
My ear is sore.    Of course if hurts a week after i get it pierced.,Negative
@JoannePeh jia you ! ,Positive
@mikepfs I like twitterfon. Tweetdeck crashes all the time. ,Negative
@leander80. Where did you find it? I want to see it too but no luck so far ,Negative
@allieraebot r u sirous??? ur sick????? ,Negative
Second day and Bali and SOO sick... ,Negative
really tired and sad becuase my best friend emily is in the hospital tonight  she may get her appendix out,Negative
@Midgley  acting stuff ? re : Jenni- now I understand ,Positive
@maisizzle THANKYOUU!  good luck to you too!!! xxx,Positive
nothings impossible but many things are extremly unlikly ,Positive
"@babysteph Took Noel to see that. He lasted 20min, but I loved what we saw. I'm so glad you guys have such a special thing. Love rocks. ",Positive
@MSZYUNGSTAR *Hands U a burger with frys* ,Positive
"is having a trantastic time at Buffalo Wild Wings in Whorlando, eating/drinking his body weight with B, B and E  #fb",Positive
No to Cleveland  but hope for a twug,Negative
@heyitskayy_ i am online ,Negative
@rjtoronto Is your monthly bill more than $100? Apparently that's the deal I think...I'm at $85 ,Negative
"it went from bad to worse. im out. was placed at 23,547 out of 53,452. Blinds were to fast, not enough hands and shit cards. ",Negative
vote for my picture    http://bit.ly/AxUJG    please!!!!,Positive
@Relucs Train ride looked too scary for me ,Negative
Bad day ,Negative
"Its raining on Staunton again, We need the rain, but that just means Ive got nothing sitting outside for people to see, ",Negative
"I've been up since 2:30 am trying to study for an exam I have in about 30 minutes  I'm on 4 hours of sleep..and I'm exhausted, and not ...",Negative
watching the tyra show!  looooove it ?,Positive
@theperfectlie the coursework too! its our second one... ,Negative
learned something new about herself today. ,Positive
"@brockter Better than other replies you could get, yes?   Hopefully, she's having a spectacular time!",Positive
"@einfach_mich damn ppl, spoiling all the fun times for the rest of us ... ",Negative
@TiaSparkles hey sweet Tia   how did that happen? LOL  for sure following you back!,Positive
@jenkellytisdale I don't think so ,Positive
"@TinyBritches It was a moderate win, actually.  I think all the liquor helped.",Positive
has just completed the race for life in 35 minutes  very pleased,Positive
just watched a DBSK(tohoshinki) Big East Fan meeting concert. I've revived my true love for their music and awesome talent. ,Positive
@vincentisambart You better not disappoint the audience!  ,Positive
Taking apple pie shots at tonys....my fav ,Positive
I dislike cooking greatly ,Negative
is trying to find sum friends...lol...only hav 1 ,Negative
@ neo_kryptik get-together = ?... if yes then &quot;when n where?&quot; if no then &quot;  &quot;,Negative
I'm in the mood of wearing a dress today ,Positive
it really does go fast ,Negative
My sister just called... she's officially in labor! Looks like Anna and Josie are getting a new cousin today!!  (And this one is a girl!),Positive
Congratulations universe.  You win. haha oh Jim....bed time ,Positive
@jerseybomb juxx got bakk from jamaica it was fun next tiime come wiith me lo jessy really thinks nobdoy goin ,Negative
@EmmaDempsey93 i think i am well on my way to hyperness  i feel very happy all of a sudden ...,Positive
@datsnoel look like we about to run thru another photobucket account..is this where we depart? ,Negative
thinking of all the times im going to miss  off to work now,Negative
@shaaqT u r offering everyone tea nd u forgot me...bad very bad ,Negative
@ElyseGabrielle that stinks ,Negative
"@s2Courtanay everyone's skin is different though. i know another girl who reacts the same as me, and others who don't break out ",Positive
"@jehan_ara yes, I just get bored on windows because i have nothing like tweetie here ",Negative
Sorry it's always going to bed. Bye! ,Negative
"@BigDaws @feblub hi tweeps! Love the glasses, hun ",Positive
@ajia P.S.S. - they can keep their pants... I don't want them! LOL! ,Positive
Controlling my other computer (Which is in my room) now. ,Positive
@Jonasbrothers yankees fans ROCK!!!!!!!!   ,Positive
"listening to &quot;just a dream&quot; by carrie underwood on my ipod. Trying to fall asleep, night ",Negative
ohhh mann(n)  school in the morningg ' greattt ! ,Negative
"One of those days at work, when you want to be anywhere but there... oh well. Glad to be home ",Positive
@courterz oooo coool  &lt;3 it! i really want a best of both worlds tour  THAT WOULD BE SIICKKK!,Negative
"mmm dinner. wild fennel crusted rock cod, nettle soup, asparagus, pine nut, parmesan salad. and i cooked a caterpillar ",Negative
"@mitchelmusso HEY LOW, Mitchel. awesome music  WOOT.",Positive
 sun's pull's lying me down again.. imposing sleep.. a battle i won't win.,Positive
@alexiaaa hahahas i haven't eaten them in years ,Negative
@creeksta I'm sorry for your loss.   Are you okay?,Negative
My feet are cold. ,Negative
"@JadeAstaria no hangover?  ooof, not so lucky on this end!  glad you had a great time though. ",Positive
his hair turned out great...umhm  ,Positive
would rather have the heat than the MASSIVE and LOUD air con unit right next to me ,Negative
